timestamp,symbol,price
2018-05-09 09:00:00,AAPL,185.71
2018-05-09 09:00:00,ABBV,99.025
2018-05-09 09:00:00,ADBE,234.44
2018-05-09 09:00:00,ADI,91.9
2018-05-09 09:00:00,AEP,66.61
2018-05-09 09:00:00,AIG,53.12
2018-05-09 09:00:00,ALL,95.34
2018-05-09 09:00:00,AMAT,53.5
2018-05-09 09:00:00,AMC,16.65
2018-05-09 09:00:00,AMD,11.869
2018-05-09 09:00:00,AMGN,167.74
2018-05-09 09:00:00,AMP,134.55
2018-05-09 09:00:00,AMT,137.07
2018-05-09 09:00:00,AMZN,1596.2
2018-05-09 09:00:00,APA,41.92
2018-05-09 09:00:00,ARE,128.62
2018-05-09 09:00:00,ASML,196.05
2018-05-09 09:00:00,AVB,164.99
2018-05-09 09:00:00,AVGO,235.54
2018-05-09 09:00:00,AWK,82.69
2018-05-09 09:00:00,AXP,99.94
2018-05-09 09:00:00,BA,339.46
2018-05-09 09:00:00,BAC,30.225
2018-05-09 09:00:00,BB,11.27
2018-05-09 09:00:00,BEN,32.58
2018-05-09 09:00:00,BIIB,269.96
2018-05-09 09:00:00,BK,56.18
2018-05-09 09:00:00,BKR,36.9
2018-05-09 09:00:00,BLK,524.42
2018-05-09 09:00:00,BMY,50.555
2018-05-09 09:00:00,C,70.89
2018-05-09 09:00:00,CAG,37.44
2018-05-09 09:00:00,CAT,151.5662
2018-05-09 09:00:00,CB,133.66
2018-05-09 09:00:00,CCI,102.66
2018-05-09 09:00:00,CFG,41.59
2018-05-09 09:00:00,CHD,47.6
2018-05-09 09:00:00,CI,169.75
2018-05-09 09:00:00,CINF,70.35
2018-05-09 09:00:00,CL,62.55
2018-05-09 09:00:00,CLX,120.05
2018-05-09 09:00:00,CMCSA,30.76
2018-05-09 09:00:00,CME,158.42
2018-05-09 09:00:00,CMI,146.08
2018-05-09 09:00:00,COF,91.23
2018-05-09 09:00:00,COP,69.32
2018-05-09 09:00:00,COST,193.4934
2018-05-09 09:00:00,CPB,41.36
2018-05-09 09:00:00,CRM,128.02
2018-05-09 09:00:00,CSCO,45.72
2018-05-09 09:00:00,CSX,61.48
2018-05-09 09:00:00,CTRA,23.645
2018-05-09 09:00:00,CVS,61.88
2018-05-09 09:00:00,CVX,130.2
2018-05-09 09:00:00,D,63.09
2018-05-09 09:00:00,DE,143.37
2018-05-09 09:00:00,DIS,99.45
2018-05-09 09:00:00,DLR,104.82
2018-05-09 09:00:00,DOCU,44.8348
2018-05-09 09:00:00,DUK,77.41
2018-05-09 09:00:00,DVN,40.14
2018-05-09 09:00:00,ED,75.74
2018-05-09 09:00:00,EMR,70.11
2018-05-09 09:00:00,EOG,116.29
2018-05-09 09:00:00,EQR,62.51
2018-05-09 09:00:00,EQT,52.125
2018-05-09 09:00:00,ESS,241.67
2018-05-09 09:00:00,ETN,74.95
2018-05-09 09:00:00,EWBC,68.335
2018-05-09 09:00:00,FANG,133.68
2018-05-09 09:00:00,FDX,243.31
2018-05-09 09:00:00,FHN,18.735
2018-05-09 09:00:00,FITB,33.28
2018-05-09 09:00:00,GD,200.23
2018-05-09 09:00:00,GE,14.3701
2018-05-09 09:00:00,GILD,64.97
2018-05-09 09:00:00,GIS,42.6452
2018-05-09 09:00:00,GME,12.92
2018-05-09 09:00:00,GOOGL,1068.28
2018-05-09 09:00:00,GS,238.3767
2018-05-09 09:00:00,HAL,53.18
2018-05-09 09:00:00,HBAN,14.93
2018-05-09 09:00:00,HIG,52.49
2018-05-09 09:00:00,HON,144.89
2018-05-09 09:00:00,HRL,35.6
2018-05-09 09:00:00,HSY,92.37
2018-05-09 09:00:00,HUM,273.94
2018-05-09 09:00:00,IBM,142.295
2018-05-09 09:00:00,ICE,357.7281150459
