timestamp,symbol,price
2019-05-02 09:00:00,AAPL,212.46
2019-05-02 09:00:00,ABBV,78.57
2019-05-02 09:00:00,ADBE,281.46
2019-05-02 09:00:00,ADI,116.31
2019-05-02 09:00:00,AEP,84.74
2019-05-02 09:00:00,AIG,47.295
2019-05-02 09:00:00,ALL,99.62
2019-05-02 09:00:00,AMAT,44.05
2019-05-02 09:00:00,AMC,14.62
2019-05-02 09:00:00,AMD,27.705
2019-05-02 09:00:00,AMGN,177.445
2019-05-02 09:00:00,AMP,147.74
2019-05-02 09:00:00,AMT,193.07
2019-05-02 09:00:00,AMZN,1911.92
2019-05-02 09:00:00,APA,31.065
2019-05-02 09:00:00,ARE,143.57
2019-05-02 09:00:00,ASML,207.22
2019-05-02 09:00:00,AVB,202.59
2019-05-02 09:00:00,AVGO,320.63
2019-05-02 09:00:00,AWK,106.52
2019-05-02 09:00:00,AXP,117.27
2019-05-02 09:00:00,BA,376.6454
2019-05-02 09:00:00,BAC,30.485
2019-05-02 09:00:00,BB,9.175
2019-05-02 09:00:00,BEN,34.26
2019-05-02 09:00:00,BIIB,234.24
2019-05-02 09:00:00,BK,50.05
2019-05-02 09:00:00,BKR,23.56
2019-05-02 09:00:00,BLK,476.935
2019-05-02 09:00:00,BMY,46.94
2019-05-02 09:00:00,C,70.07
2019-05-02 09:00:00,CAG,29.98
2019-05-02 09:00:00,CAT,136.95
2019-05-02 09:00:00,CB,145.05
2019-05-02 09:00:00,CCI,124.91
2019-05-02 09:00:00,CFG,36.4
2019-05-02 09:00:00,CHD,73.585
2019-05-02 09:00:00,CI,160.19
2019-05-02 09:00:00,CINF,95.76
2019-05-02 09:00:00,CL,71.3
2019-05-02 09:00:00,CLX,147.45
2019-05-02 09:00:00,CMCSA,42.79
2019-05-02 09:00:00,CME,174.485
2019-05-02 09:00:00,CMI,165.82
2019-05-02 09:00:00,COF,93.105
2019-05-02 09:00:00,COP,62.89
2019-05-02 09:00:00,COST,241.62
2019-05-02 09:00:00,CPB,37.85
2019-05-02 09:00:00,CRM,161.055
2019-05-02 09:00:00,CSCO,55.62
2019-05-02 09:00:00,CSX,78.895
2019-05-02 09:00:00,CTRA,25.33
2019-05-02 09:00:00,CVS,57.2
2019-05-02 09:00:00,CVX,118.01
